iter	Logloss
288	0.06914978564
289	0.06857705055
290	0.06825385708
291	0.06803906503
292	0.06776357023
293	0.06752081547
294	0.06714859592
295	0.06688648387
296	0.06658985211
297	0.06643090121
298	0.06627142162
299	0.06606243052
300	0.06581847303
301	0.06572372819
302	0.06559690287
303	0.06529012826
304	0.06507348272
305	0.06498115911
306	0.06490461608
307	0.06470466246
308	0.06460238925
309	0.06443413383
310	0.06415301698
311	0.06402606055
312	0.06385902208
313	0.06367078163
314	0.06335396845
315	0.06323243149
316	0.06311141028
317	0.06276271977
318	0.06265150548
319	0.06230785497
320	0.06205169107
321	0.06183417826
322	0.06158650631
323	0.06141476937
324	0.06115575601
325	0.06097245233
326	0.06077243286
327	0.06060556019
328	0.0603078728
329	0.06006569373
330	0.05999787524
331	0.0598122475
332	0.05975902957
333	0.05965292614
334	0.05949872221
335	0.05929242481
336	0.05914751073
337	0.05909948343
338	0.05904544445
339	0.05862461486
340	0.05853885653
341	0.05833410275
342	0.05799078726
343	0.05773787203
344	0.05762380209
345	0.0575870276
346	0.05750403228
347	0.05736129815
348	0.05733872491
349	0.05726292265
350	0.0571615024
351	0.05705219877
352	0.056950578
353	0.0568585405
354	0.0567312394
355	0.05658095197
356	0.05644015176
357	0.05628313902
358	0.05610227548
359	0.05598308822
360	0.05586342514
361	0.05560440569
362	0.05549503096
363	0.05536166779
364	0.05526617218
365	0.05510493593
366	0.05491728386
367	0.05480538665
368	0.05469902759
369	0.05442632519
370	0.05422073595
371	0.05412119733
372	0.05405582174
373	0.05382689649
374	0.05374844244
375	0.05361631669
376	0.05342504681
377	0.05316565464
378	0.05300377109
379	0.05287688602
380	0.05275758295
381	0.05268697889
382	0.0526111755
383	0.05241594315
384	0.05232141897
385	0.05214229318
386	0.05203806692
387	0.05185168516
388	0.05166580607
389	0.05161720481
390	0.05142292167
391	0.05128990669
392	0.05116113324
393	0.05095302752
394	0.05082292539
395	0.05072662183
396	0.05062457835
397	0.05053051701
398	0.05041065886
399	0.05029724491
400	0.05020031484
401	0.05006796018
402	0.04997786106
403	0.04989489938
404	0.04977049951
405	0.04962830794
406	0.04942914738
407	0.04933362021
408	0.04925260698
409	0.04913053874
410	0.04911476931
411	0.04894361049
412	0.04887001861
413	0.04878582658
414	0.04870922109
415	0.04850841105
416	0.04842110633
417	0.04835966184
418	0.04813473952
419	0.04801902077
420	0.04797466176
421	0.04778424293
422	0.04769895903
423	0.04759606921
424	0.04748552157
425	0.04736816169
426	0.04725333
427	0.04716464908
428	0.04702421157
429	0.04695849402
430	0.04684499945
431	0.04676198028
432	0.04668389349
433	0.0465917661
434	0.0464900828
435	0.0464835375
436	0.04647683996
437	0.04647132616
438	0.04638503579
439	0.04630006371
440	0.04623809031
441	0.04615121786
442	0.04606836278
443	0.04593616114
444	0.04584550721
445	0.04568072302
446	0.04555208304
447	0.0454784868
448	0.04542999487
449	0.0453383009
450	0.04527746999
451	0.04519876397
452	0.04514496744
453	0.04499081447
454	0.04488634991
455	0.04483170872
456	0.04474620141
457	0.0446443441
458	0.04458826855
459	0.04452559499
460	0.04444730255
461	0.04438566249
462	0.04427563397
463	0.04419248061
464	0.04413676194
465	0.04406979731
466	0.04402713848
467	0.04389329103
468	0.0438432192
469	0.0437906038
470	0.04373524854
471	0.04366146842
472	0.04356756492
473	0.04346891562
474	0.04340020891
475	0.04332113729
476	0.04322034935
477	0.04313462119
478	0.04304662974
479	0.04297813469
480	0.04295550955
481	0.04285573403
482	0.04279854896
483	0.04272125718
484	0.04267198738
485	0.04263592532
486	0.04254041037
487	0.04245079737
488	0.04236128508
489	0.04230072763
490	0.04221684666
491	0.04213755491
492	0.04211242876
493	0.04202976765
494	0.04189667435
495	0.04187438605
496	0.04182610674
497	0.04180529999
498	0.04176729079
499	0.04171102114
500	0.04158365036
501	0.04152464303
502	0.04148447671
503	0.04143222104
504	0.04143218631
505	0.04135601709
506	0.04128756756
507	0.04122442928
508	0.04110784765
509	0.04105908277
510	0.04101530912
511	0.04098163373
512	0.04092529775
513	0.04088059044
514	0.04082059992
515	0.04070219259
516	0.04056591469
517	0.04047794451
518	0.04038741271
519	0.04031781525
520	0.04026702998
521	0.04022751889
522	0.04018415406
523	0.04015853543
524	0.04012897494
525	0.04008446766
526	0.03997889393
527	0.03993711655
528	0.03989186084
529	0.03987371988
530	0.03978631095
531	0.03973438533
532	0.03953414784
533	0.03950796129
534	0.03943929115
535	0.03937014144
536	0.03935240629
537	0.03933241553
538	0.03929537759
539	0.03924688939
540	0.03917793189
541	0.0391633039
542	0.03914682854
543	0.0390948247
544	0.03906048455
545	0.03902709319
546	0.03898241244
547	0.0388886702
548	0.03883474765
549	0.03881795343
550	0.03880604095
551	0.03870073348
552	0.03868646937
553	0.03865391782
554	0.03864398037
555	0.03857094234
556	0.03851358618
557	0.03846783331
558	0.03838866872
559	0.03829294377
560	0.03823807934
561	0.03817776456
562	0.03813002809
563	0.03805308777
564	0.03800693147
565	0.03793898816
566	0.03786062838
567	0.03778458923
568	0.03774479273
569	0.03771303049
570	0.03761930712
571	0.03747727807
572	0.0374400615
573	0.0373640055
574	0.03728532757
575	0.03723915733
576	0.03717758812
577	0.03712487614
578	0.03706069927
579	0.03697312713
580	0.03682928587
581	0.03677878128
582	0.03669854605
583	0.0366289162
584	0.03657228761
585	0.03652954578
586	0.0364945223
587	0.03642471466
588	0.03637561575
589	0.03627505461
590	0.03622908616
591	0.0361955317
592	0.03614969801
593	0.03609494873
594	0.03606593934
595	0.0360448434
596	0.03597884915
597	0.03595112539
598	0.03591554245
599	0.03585049485
600	0.03582238357
601	0.03579764073
602	0.03575193036
603	0.03571695613
604	0.03568292854
605	0.03562172915
606	0.03561769627
607	0.03553809206
608	0.03549033372
609	0.0354443879
610	0.03537966401
611	0.03534328908
612	0.03528897325
613	0.03522115751
614	0.03518481372
615	0.03514612524
616	0.03513271035
617	0.03507996841
618	0.03504155642
619	0.03496879794
620	0.03493476744
621	0.03489855598
622	0.03486037047
623	0.03483438981
624	0.03475896108
625	0.03472061517
626	0.03466663363
627	0.03463361897
628	0.03460110623
629	0.03457204967
630	0.03447595423
631	0.03442126357
632	0.03437372289
633	0.0343334424
634	0.03426396855
635	0.03420792692
636	0.03415145596
637	0.03410600776
638	0.03406039027
639	0.03401133039
640	0.03394326649
641	0.03389318281
642	0.03385487456
643	0.03383452903
644	0.0338052615
645	0.0336582839
646	0.03362043088
647	0.03359524105
648	0.03357822956
649	0.03352433453
650	0.03346924433
651	0.03343517737
652	0.03341642228
653	0.03338185528
654	0.03334451533
655	0.03328383576
656	0.0332540291
657	0.03322930694
658	0.03319764216
659	0.03317046711
660	0.03312296843
661	0.03310050427
662	0.03303511157
663	0.03302117164
664	0.03300230636
665	0.03296958019
666	0.0329430439
667	0.03291498357
668	0.03290270176
669	0.03285665439
670	0.03283489346
671	0.0328241355
672	0.03280608339
673	0.03279732609
674	0.03277425841
675	0.03276270951
676	0.03273452634
677	0.03269594072
678	0.03263054075
679	0.03262289834
680	0.03257959276
681	0.03254480452
682	0.03250600827
683	0.03245863294
684	0.03244207352
685	0.0324166258
686	0.03237041587
687	0.03232674834
688	0.03229802382
689	0.03228035763
690	0.03224177102
691	0.03217866271
692	0.03214617402
693	0.03210734063
694	0.03208029134
695	0.03201770609
696	0.03198973553
697	0.03196580291
698	0.03191346182
699	0.03188608534
700	0.03184357854
701	0.03172014038
702	0.0316695268
703	0.0316165532
704	0.03159169865
705	0.03153374116
706	0.03148027165
707	0.03143329287
708	0.03141566621
709	0.03137211917
710	0.03133501211
711	0.03130563076
712	0.03126598676
713	0.03123301169
714	0.03117854662
715	0.03112769764
716	0.03109289188
717	0.03105653984
718	0.03101874505
719	0.03098102672
720	0.03095483046
721	0.03092237108
722	0.03087851928
723	0.03083093297
724	0.03080448104
725	0.0307662769
726	0.03074174124
727	0.03069991815
728	0.03066875681
729	0.03064014011
730	0.0306061493
731	0.03052504342
732	0.0304966207
733	0.03048020346
734	0.03044571124
735	0.03042668367
736	0.03040611789
737	0.03039097055
738	0.03035010444
739	0.03033223202
740	0.03030676704
741	0.03026377095
742	0.03023302695
743	0.03023278723
744	0.03021473785
745	0.03019582059
746	0.03015496383
747	0.03011571536
748	0.03007168549
749	0.03004396159
750	0.0300089521
751	0.02997645085
752	0.02995557649
753	0.02991889974
754	0.02988411853
755	0.02985357336
756	0.02981625891
757	0.02979040066
758	0.02975855974
759	0.02973559461
760	0.02972506116
761	0.02970115867
762	0.02963872667
763	0.02961216015
764	0.02958199232
765	0.02956251575
766	0.02952615893
767	0.02945559405
768	0.02941665376
769	0.02936330394
770	0.029327373
771	0.02929088597
772	0.02925040268
773	0.02921915023
774	0.02918271917
775	0.02914708636
776	0.02908173388
777	0.02905276955
778	0.02900677838
779	0.02895474774
780	0.02894358082
781	0.02892481544
782	0.02889742683
783	0.02888841732
784	0.02886182558
785	0.02885062712
786	0.02883078165
787	0.02881984742
788	0.02879564939
789	0.02874852584
790	0.02871894119
791	0.02869570691
792	0.02867216579
793	0.02864994588
794	0.02862619288
795	0.02860764881
796	0.02856747513
797	0.02854778021
798	0.0285265636
799	0.02847655126
800	0.02843519097
801	0.02841437002
802	0.02840603272
803	0.0283950868
804	0.0283418879
805	0.02829984564
806	0.02825278642
807	0.02821848521
808	0.02818278196
809	0.02818222688
810	0.02815938597
811	0.02813337246
812	0.02811009189
813	0.02811008922
814	0.02810996263
815	0.02810995139
816	0.02809633359
817	0.02809624364
818	0.02807295922
819	0.02802925573
820	0.02798888481
821	0.02798869614
822	0.02794500547
823	0.02792864781
824	0.02791503666
825	0.02789231581
826	0.02787382604
827	0.02786538232
828	0.02783779414
829	0.02781886896
830	0.02780951872
831	0.02780950559
832	0.02778596746
833	0.02776026511
834	0.02773859
835	0.02766005571
836	0.02764714204
837	0.02761599391
838	0.02759740242
839	0.02755228126
840	0.02752245754
841	0.02748342799
842	0.02748341657
843	0.02745676856
844	0.02744685679
845	0.02744171025
846	0.02742587838
847	0.02741893012
848	0.027411513
849	0.02737612228
850	0.02736698059
851	0.02734370513
852	0.02730589758
853	0.02727837173
854	0.02723329159
855	0.0272173283
856	0.02720191323
857	0.02720189034
858	0.02719369357
859	0.02716379924
860	0.02714459648
861	0.02712947648
862	0.02711331919
863	0.02707412744
864	0.02705834941
865	0.02699654047
866	0.02697743302
867	0.02696852229
868	0.02693865195
869	0.02693089115
870	0.02691656782
871	0.02685148529
872	0.02680434789
873	0.0267884287
874	0.02676864251
875	0.02675051124
876	0.02672794872
877	0.02669884368
878	0.02669878681
879	0.02669872845
880	0.02663656318
881	0.02663646183
882	0.02661313663
883	0.02656247117
884	0.02653614097
885	0.02652085818
886	0.026492817
887	0.02648262079
888	0.02646976757
889	0.02645873118
890	0.02644962212
891	0.0264376184
892	0.0264292309
893	0.02641583876
894	0.02641581762
895	0.02640185426
896	0.02637647039
897	0.02636553861
898	0.02635799666
899	0.02633321792
900	0.02631904678
901	0.02630782746
902	0.02630032494
903	0.02630018856
904	0.02629120159
905	0.02629119589
906	0.02627580243
907	0.02625901576
908	0.02623247253
909	0.02621794973
910	0.02618199465
911	0.02617171319
912	0.0261600992
913	0.02614181219
914	0.02610232587
915	0.02607203529
916	0.02602930844
917	0.02601956037
918	0.02601954446
919	0.02600471856
920	0.02600470784
921	0.02600012926
922	0.02599381679
923	0.02598171868
924	0.02596409871
925	0.02593186576
926	0.02591239123
927	0.02587027116
928	0.02583474138
929	0.0258154028
930	0.02580596839
931	0.02576965723
932	0.02575086621
933	0.02571682346
934	0.02569879764
935	0.02569630103
936	0.02567012577
937	0.02564138259
938	0.02560744556
939	0.02558403047
940	0.02558388072
941	0.02554956389
942	0.02551944219
943	0.02549955236
944	0.02548202285
945	0.02543418547
946	0.02539207686
947	0.02533697706
948	0.02531078187
949	0.02529237163
950	0.02525888654
951	0.02522727991
952	0.02519953008
953	0.02516788994
954	0.02513770014
955	0.02511165711
956	0.02507660125
957	0.02505838265
958	0.02503889055
959	0.02501729336
960	0.02499122068
961	0.0249731419
962	0.02495334136
963	0.02491658832
964	0.02490051148
965	0.02488588445
966	0.02486413834
967	0.02484491449
968	0.02481477337
969	0.0247946978
970	0.02477612887
971	0.02475628277
972	0.0247562422
973	0.0247559189
974	0.02472327419
975	0.02470421242
976	0.02469746802
977	0.02469741369
978	0.02467903054
979	0.02467902629
980	0.02467896703
981	0.02467198468
982	0.02465496382
983	0.02463923097
984	0.02462726807
985	0.02461392817
986	0.02460024065
987	0.02459015872
988	0.02459009691
989	0.0245899181
990	0.02457865262
991	0.02457327774
992	0.02456122816
993	0.02455721347
994	0.02451755735
995	0.02448346234
996	0.02446832898
997	0.02444107682
998	0.02441597378
999	0.0243977069
